epoch,loss,test_accuracy,pred_id,true_id
11,2.996605396270752,0.0,14,22
11,2.996605396270752,0.0,14,17
11,2.996605396270752,0.0,14,21
11,2.996605396270752,0.0,14,1
11,2.996605396270752,0.0,23,19
11,2.996605396270752,0.0,23,10
11,2.996605396270752,0.0,14,9
11,2.996605396270752,0.0,14,22
12,2.9784908294677734,0.0,14,2
12,2.9784908294677734,0.0,5,19
12,2.9784908294677734,0.0,23,18
12,2.9784908294677734,0.0,14,22
12,2.9784908294677734,0.0,14,17
12,2.9784908294677734,0.0,14,21
12,2.9784908294677734,0.0,0,1
12,2.9784908294677734,0.0,23,19
12,2.9784908294677734,0.0,23,10
12,2.9784908294677734,0.0,14,9
12,2.9784908294677734,0.0,14,22
13,2.9607343673706055,0.0,14,2
13,2.9607343673706055,0.0,5,19
13,2.9607343673706055,0.0,23,18
13,2.9607343673706055,0.0,14,22
13,2.9607343673706055,0.0,14,17
13,2.9607343673706055,0.0,0,21
13,2.9607343673706055,0.0,0,1
13,2.9607343673706055,0.0,23,19
13,2.9607343673706055,0.0,23,10
13,2.9607343673706055,0.0,14,9
13,2.9607343673706055,0.0,14,22
14,2.942887306213379,0.0,14,2
14,2.942887306213379,0.0,5,19
14,2.942887306213379,0.0,23,18
14,2.942887306213379,0.0,0,22
14,2.942887306213379,0.0,14,17
14,2.942887306213379,0.0,0,21
14,2.942887306213379,0.0,0,1
14,2.942887306213379,0.0,23,19
14,2.942887306213379,0.0,23,10
14,2.942887306213379,0.0,14,9
14,2.942887306213379,0.0,0,22
15,2.924818754196167,0.0,0,2
15,2.924818754196167,0.0,0,19
15,2.924818754196167,0.0,23,18
15,2.924818754196167,0.0,0,22
15,2.924818754196167,0.0,14,17
15,2.924818754196167,0.0,0,21
15,2.924818754196167,0.0,0,1
15,2.924818754196167,0.0,23,19
15,2.924818754196167,0.0,23,10
15,2.924818754196167,0.0,14,9
15,2.924818754196167,0.0,0,22
16,2.906569004058838,0.0,0,2
16,2.906569004058838,0.0,0,19
16,2.906569004058838,0.0,23,18
16,2.906569004058838,0.0,0,22
16,2.906569004058838,0.0,18,17
16,2.906569004058838,0.0,0,21
16,2.906569004058838,0.0,0,1
16,2.906569004058838,0.0,23,19
16,2.906569004058838,0.0,23,10
16,2.906569004058838,0.0,0,9
16,2.906569004058838,0.0,0,22
17,2.8882009983062744,0.0,0,2
17,2.8882009983062744,0.0,0,19
17,2.8882009983062744,0.0,23,18
17,2.8882009983062744,0.0,0,22
17,2.8882009983062744,0.0,18,17
17,2.8882009983062744,0.0,0,21
17,2.8882009983062744,0.0,0,1
17,2.8882009983062744,0.0,23,19
17,2.8882009983062744,0.0,23,10
17,2.8882009983062744,0.0,0,9
17,2.8882009983062744,0.0,0,22
18,2.869553804397583,0.09090909090909091,0,2
18,2.869553804397583,0.09090909090909091,0,19
18,2.869553804397583,0.09090909090909091,18,18
18,2.869553804397583,0.09090909090909091,0,22
18,2.869553804397583,0.09090909090909091,18,17
18,2.869553804397583,0.09090909090909091,0,21
18,2.869553804397583,0.09090909090909091,0,1
18,2.869553804397583,0.09090909090909091,23,19
18,2.869553804397583,0.09090909090909091,23,10
18,2.869553804397583,0.09090909090909091,0,9
18,2.869553804397583,0.09090909090909091,0,22
19,2.850696563720703,0.09090909090909091,0,2
19,2.850696563720703,0.09090909090909091,0,19
19,2.850696563720703,0.09090909090909091,18,18
19,2.850696563720703,0.09090909090909091,0,22
19,2.850696563720703,0.09090909090909091,18,17
19,2.850696563720703,0.09090909090909091,0,21
19,2.850696563720703,0.09090909090909091,0,1
19,2.850696563720703,0.09090909090909091,23,19
19,2.850696563720703,0.09090909090909091,23,10
19,2.850696563720703,0.09090909090909091,0,9
19,2.850696563720703,0.09090909090909091,0,22
20,2.8314874172210693,0.09090909090909091,0,2
20,2.8314874172210693,0.09090909090909091,0,19
20,2.8314874172210693,0.09090909090909091,18,18
20,2.8314874172210693,0.09090909090909091,0,22
20,2.8314874172210693,0.09090909090909091,18,17
20,2.8314874172210693,0.09090909090909091,0,21
20,2.8314874172210693,0.09090909090909091,0,1
20,2.8314874172210693,0.09090909090909091,23,19
20,2.8314874172210693,0.09090909090909091,23,10
20,2.8314874172210693,0.09090909090909091,0,9
20,2.8314874172210693,0.09090909090909091,0,22
21,2.8119301795959473,0.09090909090909091,0,2
21,2.8119301795959473,0.09090909090909091,0,19
21,2.8119301795959473,0.09090909090909091,18,18
21,2.8119301795959473,0.09090909090909091,0,22
21,2.8119301795959473,0.09090909090909091,18,17
21,2.8119301795959473,0.09090909090909091,0,21
21,2.8119301795959473,0.09090909090909091,0,1
21,2.8119301795959473,0.09090909090909091,23,19
21,2.8119301795959473,0.09090909090909091,23,10
21,2.8119301795959473,0.09090909090909091,0,9
21,2.8119301795959473,0.09090909090909091,0,22
22,2.7920966148376465,0.09090909090909091,0,2
22,2.7920966148376465,0.09090909090909091,0,19
22,2.7920966148376465,0.09090909090909091,18,18
22,2.7920966148376465,0.09090909090909091,0,22
22,2.7920966148376465,0.09090909090909091,18,17
22,2.7920966148376465,0.09090909090909091,0,21
22,2.7920966148376465,0.09090909090909091,0,1
22,2.7920966148376465,0.09090909090909091,23,19
22,2.7920966148376465,0.09090909090909091,23,10
22,2.7920966148376465,0.09090909090909091,0,9
22,2.7920966148376465,0.09090909090909091,0,22
23,2.7720372676849365,0.09090909090909091,0,2
23,2.7720372676849365,0.09090909090909091,0,19
23,2.7720372676849365,0.09090909090909091,18,18
23,2.7720372676849365,0.09090909090909091,0,22
23,2.7720372676849365,0.09090909090909091,18,17
23,2.7720372676849365,0.09090909090909091,0,21
23,2.7720372676849365,0.09090909090909091,0,1
23,2.7720372676849365,0.09090909090909091,23,19
23,2.7720372676849365,0.09090909090909091,23,10
23,2.7720372676849365,0.09090909090909091,0,9
23,2.7720372676849365,0.09090909090909091,0,22
24,2.751579761505127,0.09090909090909091,0,2
24,2.751579761505127,0.09090909090909091,0,19
24,2.751579761505127,0.09090909090909091,18,18
24,2.751579761505127,0.09090909090909091,0,22
24,2.751579761505127,0.09090909090909091,18,17
24,2.751579761505127,0.09090909090909091,0,21
24,2.751579761505127,0.09090909090909091,0,1
24,2.751579761505127,0.09090909090909091,23,19
24,2.751579761505127,0.09090909090909091,23,10
24,2.751579761505127,0.09090909090909091,0,9
24,2.751579761505127,0.09090909090909091,0,22
25,2.7307465076446533,0.09090909090909091,0,2
25,2.7307465076446533,0.09090909090909091,0,19
25,2.7307465076446533,0.09090909090909091,18,18
25,2.7307465076446533,0.09090909090909091,0,22
25,2.7307465076446533,0.09090909090909091,18,17
25,2.7307465076446533,0.09090909090909091,0,21
25,2.7307465076446533,0.09090909090909091,0,1
25,2.7307465076446533,0.09090909090909091,23,19
25,2.7307465076446533,0.09090909090909091,23,10
25,2.7307465076446533,0.09090909090909091,0,9
25,2.7307465076446533,0.09090909090909091,0,22
26,2.7095441818237305,0.09090909090909091,0,2
26,2.7095441818237305,0.09090909090909091,0,19
26,2.7095441818237305,0.09090909090909091,18,18
26,2.7095441818237305,0.09090909090909091,0,22
26,2.7095441818237305,0.09090909090909091,18,17
26,2.7095441818237305,0.09090909090909091,0,21
26,2.7095441818237305,0.09090909090909091,0,1
26,2.7095441818237305,0.09090909090909091,23,19
26,2.7095441818237305,0.09090909090909091,23,10
26,2.7095441818237305,0.09090909090909091,0,9
26,2.7095441818237305,0.09090909090909091,0,22
27,2.687706232070923,0.09090909090909091,0,2
27,2.687706232070923,0.09090909090909091,0,19
27,2.687706232070923,0.09090909090909091,18,18
27,2.687706232070923,0.09090909090909091,0,22
27,2.687706232070923,0.09090909090909091,18,17
27,2.687706232070923,0.09090909090909091,0,21
27,2.687706232070923,0.09090909090909091,0,1
27,2.687706232070923,0.09090909090909091,23,19
27,2.687706232070923,0.09090909090909091,23,10
27,2.687706232070923,0.09090909090909091,0,9
27,2.687706232070923,0.09090909090909091,0,22
28,2.6654396057128906,0.09090909090909091,0,2
28,2.6654396057128906,0.09090909090909091,0,19
28,2.6654396057128906,0.09090909090909091,18,18
28,2.6654396057128906,0.09090909090909091,0,22
28,2.6654396057128906,0.09090909090909091,18,17
28,2.6654396057128906,0.09090909090909091,0,21
28,2.6654396057128906,0.09090909090909091,0,1
28,2.6654396057128906,0.09090909090909091,23,19
28,2.6654396057128906,0.09090909090909091,23,10
28,2.6654396057128906,0.09090909090909091,0,9
28,2.6654396057128906,0.09090909090909091,0,22
29,2.6428608894348145,0.09090909090909091,0,2
29,2.6428608894348145,0.09090909090909091,0,19
29,2.6428608894348145,0.09090909090909091,18,18
29,2.6428608894348145,0.09090909090909091,0,22
29,2.6428608894348145,0.09090909090909091,18,17
29,2.6428608894348145,0.09090909090909091,0,21
29,2.6428608894348145,0.09090909090909091,0,1
29,2.6428608894348145,0.09090909090909091,23,19
29,2.6428608894348145,0.09090909090909091,23,10
29,2.6428608894348145,0.09090909090909091,0,9
29,2.6428608894348145,0.09090909090909091,0,22
30,2.6199724674224854,0.09090909090909091,0,2
30,2.6199724674224854,0.09090909090909091,0,19
30,2.6199724674224854,0.09090909090909091,18,18
30,2.6199724674224854,0.09090909090909091,0,22
30,2.6199724674224854,0.09090909090909091,18,17
30,2.6199724674224854,0.09090909090909091,0,21
30,2.6199724674224854,0.09090909090909091,0,1
30,2.6199724674224854,0.09090909090909091,23,19
30,2.6199724674224854,0.09090909090909091,23,10
30,2.6199724674224854,0.09090909090909091,0,9
30,2.6199724674224854,0.09090909090909091,0,22
31,2.5967323780059814,0.09090909090909091,0,2
31,2.5967323780059814,0.09090909090909091,21,19
31,2.5967323780059814,0.09090909090909091,18,18
31,2.5967323780059814,0.09090909090909091,0,22
31,2.5967323780059814,0.09090909090909091,18,17
31,2.5967323780059814,0.09090909090909091,0,21
31,2.5967323780059814,0.09090909090909091,0,1
31,2.5967323780059814,0.09090909090909091,23,19
31,2.5967323780059814,0.09090909090909091,23,10
31,2.5967323780059814,0.09090909090909091,0,9
31,2.5967323780059814,0.09090909090909091,0,22
32,2.573028326034546,0.09090909090909091,0,2
32,2.573028326034546,0.09090909090909091,21,19
32,2.573028326034546,0.09090909090909091,18,18
32,2.573028326034546,0.09090909090909091,0,22
32,2.573028326034546,0.09090909090909091,18,17
32,2.573028326034546,0.09090909090909091,0,21
32,2.573028326034546,0.09090909090909091,0,1
32,2.573028326034546,0.09090909090909091,23,19
32,2.573028326034546,0.09090909090909091,23,10
32,2.573028326034546,0.09090909090909091,0,9
32,2.573028326034546,0.09090909090909091,0,22
33,2.5486552715301514,0.09090909090909091,0,2
33,2.5486552715301514,0.09090909090909091,21,19
33,2.5486552715301514,0.09090909090909091,18,18
33,2.5486552715301514,0.09090909090909091,0,22
33,2.5486552715301514,0.09090909090909091,18,17
33,2.5486552715301514,0.09090909090909091,0,21
33,2.5486552715301514,0.09090909090909091,0,1
33,2.5486552715301514,0.09090909090909091,23,19
33,2.5486552715301514,0.09090909090909091,23,10
33,2.5486552715301514,0.09090909090909091,0,9
33,2.5486552715301514,0.09090909090909091,0,22
34,2.5238518714904785,0.09090909090909091,0,2
34,2.5238518714904785,0.09090909090909091,21,19
34,2.5238518714904785,0.09090909090909091,18,18
34,2.5238518714904785,0.09090909090909091,0,22
34,2.5238518714904785,0.09090909090909091,18,17
34,2.5238518714904785,0.09090909090909091,0,21
34,2.5238518714904785,0.09090909090909091,0,1
34,2.5238518714904785,0.09090909090909091,23,19
34,2.5238518714904785,0.09090909090909091,23,10
34,2.5238518714904785,0.09090909090909091,0,9
34,2.5238518714904785,0.09090909090909091,0,22
35,2.4985241889953613,0.09090909090909091,0,2
35,2.4985241889953613,0.09090909090909091,21,19
35,2.4985241889953613,0.09090909090909091,18,18
35,2.4985241889953613,0.09090909090909091,0,22
35,2.4985241889953613,0.09090909090909091,18,17
35,2.4985241889953613,0.09090909090909091,0,21
35,2.4985241889953613,0.09090909090909091,0,1
35,2.4985241889953613,0.09090909090909091,23,19
35,2.4985241889953613,0.09090909090909091,23,10
35,2.4985241889953613,0.09090909090909091,0,9
35,2.4985241889953613,0.09090909090909091,0,22
36,2.47273325920105,0.09090909090909091,0,2
36,2.47273325920105,0.09090909090909091,21,19
36,2.47273325920105,0.09090909090909091,18,18
36,2.47273325920105,0.09090909090909091,0,22
36,2.47273325920105,0.09090909090909091,18,17
36,2.47273325920105,0.09090909090909091,0,21
36,2.47273325920105,0.09090909090909091,0,1
36,2.47273325920105,0.09090909090909091,23,19
36,2.47273325920105,0.09090909090909091,23,10
36,2.47273325920105,0.09090909090909091,0,9
36,2.47273325920105,0.09090909090909091,0,22
37,2.4466497898101807,0.09090909090909091,0,2
37,2.4466497898101807,0.09090909090909091,21,19
37,2.4466497898101807,0.09090909090909091,18,18
37,2.4466497898101807,0.09090909090909091,0,22
37,2.4466497898101807,0.09090909090909091,18,17
37,2.4466497898101807,0.09090909090909091,0,21
37,2.4466497898101807,0.09090909090909091,0,1
37,2.4466497898101807,0.09090909090909091,23,19
37,2.4466497898101807,0.09090909090909091,23,10
37,2.4466497898101807,0.09090909090909091,0,9
37,2.4466497898101807,0.09090909090909091,0,22
38,2.420591115951538,0.09090909090909091,0,2
38,2.420591115951538,0.09090909090909091,21,19
38,2.420591115951538,0.09090909090909091,18,18
38,2.420591115951538,0.09090909090909091,0,22
38,2.420591115951538,0.09090909090909091,18,17
38,2.420591115951538,0.09090909090909091,0,21
38,2.420591115951538,0.09090909090909091,0,1
38,2.420591115951538,0.09090909090909091,23,19
38,2.420591115951538,0.09090909090909091,23,10
38,2.420591115951538,0.09090909090909091,0,9
38,2.420591115951538,0.09090909090909091,0,22
39,2.3943164348602295,0.09090909090909091,0,2
39,2.3943164348602295,0.09090909090909091,21,19
39,2.3943164348602295,0.09090909090909091,18,18
39,2.3943164348602295,0.09090909090909091,0,22
39,2.3943164348602295,0.09090909090909091,18,17
39,2.3943164348602295,0.09090909090909091,0,21
39,2.3943164348602295,0.09090909090909091,0,1
39,2.3943164348602295,0.09090909090909091,23,19
39,2.3943164348602295,0.09090909090909091,23,10
39,2.3943164348602295,0.09090909090909091,0,9
39,2.3943164348602295,0.09090909090909091,0,22
40,2.367762804031372,0.09090909090909091,0,2
40,2.367762804031372,0.09090909090909091,21,19
40,2.367762804031372,0.09090909090909091,18,18
40,2.367762804031372,0.09090909090909091,0,22
40,2.367762804031372,0.09090909090909091,18,17
40,2.367762804031372,0.09090909090909091,0,21
40,2.367762804031372,0.09090909090909091,0,1
40,2.367762804031372,0.09090909090909091,23,19
40,2.367762804031372,0.09090909090909091,23,10
40,2.367762804031372,0.09090909090909091,0,9
40,2.367762804031372,0.09090909090909091,0,22
41,2.3409156799316406,0.18181818181818182,0,2
41,2.3409156799316406,0.18181818181818182,21,19
41,2.3409156799316406,0.18181818181818182,18,18
41,2.3409156799316406,0.18181818181818182,21,22
41,2.3409156799316406,0.18181818181818182,18,17
41,2.3409156799316406,0.18181818181818182,21,21
41,2.3409156799316406,0.18181818181818182,0,1
41,2.3409156799316406,0.18181818181818182,23,19
41,2.3409156799316406,0.18181818181818182,23,10
41,2.3409156799316406,0.18181818181818182,0,9
41,2.3409156799316406,0.18181818181818182,21,22
42,2.3137779235839844,0.18181818181818182,0,2
42,2.3137779235839844,0.18181818181818182,21,19
42,2.3137779235839844,0.18181818181818182,18,18
42,2.3137779235839844,0.18181818181818182,21,22
42,2.3137779235839844,0.18181818181818182,18,17
42,2.3137779235839844,0.18181818181818182,21,21
42,2.3137779235839844,0.18181818181818182,0,1
42,2.3137779235839844,0.18181818181818182,23,19
42,2.3137779235839844,0.18181818181818182,23,10
42,2.3137779235839844,0.18181818181818182,0,9
42,2.3137779235839844,0.18181818181818182,21,22
43,2.2863757610321045,0.18181818181818182,0,2
43,2.2863757610321045,0.18181818181818182,21,19
43,2.2863757610321045,0.18181818181818182,18,18
43,2.2863757610321045,0.18181818181818182,21,22
43,2.2863757610321045,0.18181818181818182,18,17
43,2.2863757610321045,0.18181818181818182,21,21
43,2.2863757610321045,0.18181818181818182,0,1
43,2.2863757610321045,0.18181818181818182,23,19
43,2.2863757610321045,0.18181818181818182,23,10
43,2.2863757610321045,0.18181818181818182,0,9
43,2.2863757610321045,0.18181818181818182,21,22
44,2.2588913440704346,0.18181818181818182,0,2
44,2.2588913440704346,0.18181818181818182,21,19
44,2.2588913440704346,0.18181818181818182,18,18
44,2.2588913440704346,0.18181818181818182,21,22
44,2.2588913440704346,0.18181818181818182,18,17
44,2.2588913440704346,0.18181818181818182,21,21
44,2.2588913440704346,0.18181818181818182,0,1
44,2.2588913440704346,0.18181818181818182,23,19
44,2.2588913440704346,0.18181818181818182,23,10
44,2.2588913440704346,0.18181818181818182,0,9
44,2.2588913440704346,0.18181818181818182,21,22
45,2.231233596801758,0.18181818181818182,0,2
45,2.231233596801758,0.18181818181818182,21,19
45,2.231233596801758,0.18181818181818182,18,18
45,2.231233596801758,0.18181818181818182,21,22
45,2.231233596801758,0.18181818181818182,18,17
45,2.231233596801758,0.18181818181818182,21,21
45,2.231233596801758,0.18181818181818182,0,1
45,2.231233596801758,0.18181818181818182,23,19
45,2.231233596801758,0.18181818181818182,23,10
45,2.231233596801758,0.18181818181818182,0,9
45,2.231233596801758,0.18181818181818182,21,22
46,2.2033755779266357,0.18181818181818182,0,2
46,2.2033755779266357,0.18181818181818182,21,19
46,2.2033755779266357,0.18181818181818182,18,18
46,2.2033755779266357,0.18181818181818182,21,22
46,2.2033755779266357,0.18181818181818182,18,17
46,2.2033755779266357,0.18181818181818182,21,21
46,2.2033755779266357,0.18181818181818182,0,1
46,2.2033755779266357,0.18181818181818182,23,19
46,2.2033755779266357,0.18181818181818182,23,10
46,2.2033755779266357,0.18181818181818182,0,9
46,2.2033755779266357,0.18181818181818182,21,22
47,2.175415277481079,0.18181818181818182,0,2
47,2.175415277481079,0.18181818181818182,21,19
47,2.175415277481079,0.18181818181818182,18,18
47,2.175415277481079,0.18181818181818182,21,22
47,2.175415277481079,0.18181818181818182,18,17
47,2.175415277481079,0.18181818181818182,21,21
47,2.175415277481079,0.18181818181818182,0,1
47,2.175415277481079,0.18181818181818182,23,19
47,2.175415277481079,0.18181818181818182,23,10
47,2.175415277481079,0.18181818181818182,0,9
47,2.175415277481079,0.18181818181818182,21,22
48,2.1474313735961914,0.18181818181818182,0,2
48,2.1474313735961914,0.18181818181818182,21,19
48,2.1474313735961914,0.18181818181818182,18,18
48,2.1474313735961914,0.18181818181818182,21,22
48,2.1474313735961914,0.18181818181818182,18,17
48,2.1474313735961914,0.18181818181818182,21,21
48,2.1474313735961914,0.18181818181818182,0,1
48,2.1474313735961914,0.18181818181818182,23,19
48,2.1474313735961914,0.18181818181818182,23,10
48,2.1474313735961914,0.18181818181818182,0,9
48,2.1474313735961914,0.18181818181818182,21,22
49,2.1194989681243896,0.18181818181818182,0,2
49,2.1194989681243896,0.18181818181818182,21,19
49,2.1194989681243896,0.18181818181818182,18,18
49,2.1194989681243896,0.18181818181818182,21,22
49,2.1194989681243896,0.18181818181818182,18,17
49,2.1194989681243896,0.18181818181818182,21,21
49,2.1194989681243896,0.18181818181818182,0,1
49,2.1194989681243896,0.18181818181818182,23,19
49,2.1194989681243896,0.18181818181818182,23,10
49,2.1194989681243896,0.18181818181818182,0,9
49,2.1194989681243896,0.18181818181818182,21,22
50,2.091430902481079,0.18181818181818182,0,2
50,2.091430902481079,0.18181818181818182,21,19
50,2.091430902481079,0.18181818181818182,18,18
50,2.091430902481079,0.18181818181818182,21,22
50,2.091430902481079,0.18181818181818182,18,17
50,2.091430902481079,0.18181818181818182,21,21
50,2.091430902481079,0.18181818181818182,0,1
50,2.091430902481079,0.18181818181818182,23,19
50,2.091430902481079,0.18181818181818182,23,10
50,2.091430902481079,0.18181818181818182,0,9
50,2.091430902481079,0.18181818181818182,21,22
51,2.0633368492126465,0.18181818181818182,0,2
51,2.0633368492126465,0.18181818181818182,21,19
51,2.0633368492126465,0.18181818181818182,18,18
51,2.0633368492126465,0.18181818181818182,21,22
51,2.0633368492126465,0.18181818181818182,18,17
51,2.0633368492126465,0.18181818181818182,21,21
51,2.0633368492126465,0.18181818181818182,0,1
51,2.0633368492126465,0.18181818181818182,23,19
51,2.0633368492126465,0.18181818181818182,23,10
51,2.0633368492126465,0.18181818181818182,0,9
51,2.0633368492126465,0.18181818181818182,21,22
52,2.0352120399475098,0.18181818181818182,0,2
52,2.0352120399475098,0.18181818181818182,21,19
52,2.0352120399475098,0.18181818181818182,18,18
52,2.0352120399475098,0.18181818181818182,21,22
52,2.0352120399475098,0.18181818181818182,18,17
52,2.0352120399475098,0.18181818181818182,21,21
52,2.0352120399475098,0.18181818181818182,0,1
52,2.0352120399475098,0.18181818181818182,23,19
52,2.0352120399475098,0.18181818181818182,23,10
52,2.0352120399475098,0.18181818181818182,0,9
52,2.0352120399475098,0.18181818181818182,21,22
53,2.0071041584014893,0.18181818181818182,0,2
53,2.0071041584014893,0.18181818181818182,21,19
53,2.0071041584014893,0.18181818181818182,18,18
53,2.0071041584014893,0.18181818181818182,21,22
53,2.0071041584014893,0.18181818181818182,18,17
53,2.0071041584014893,0.18181818181818182,21,21
53,2.0071041584014893,0.18181818181818182,0,1
53,2.0071041584014893,0.18181818181818182,23,19
53,2.0071041584014893,0.18181818181818182,23,10
53,2.0071041584014893,0.18181818181818182,0,9
53,2.0071041584014893,0.18181818181818182,21,22
54,1.9788528680801392,0.18181818181818182,0,2
54,1.9788528680801392,0.18181818181818182,21,19
54,1.9788528680801392,0.18181818181818182,18,18
54,1.9788528680801392,0.18181818181818182,21,22
54,1.9788528680801392,0.18181818181818182,18,17
54,1.9788528680801392,0.18181818181818182,21,21
54,1.9788528680801392,0.18181818181818182,0,1
54,1.9788528680801392,0.18181818181818182,23,19
54,1.9788528680801392,0.18181818181818182,23,10
54,1.9788528680801392,0.18181818181818182,0,9
54,1.9788528680801392,0.18181818181818182,21,22
55,1.95079505443573,0.18181818181818182,0,2
55,1.95079505443573,0.18181818181818182,21,19
55,1.95079505443573,0.18181818181818182,18,18
55,1.95079505443573,0.18181818181818182,21,22
55,1.95079505443573,0.18181818181818182,18,17
55,1.95079505443573,0.18181818181818182,21,21
55,1.95079505443573,0.18181818181818182,0,1
55,1.95079505443573,0.18181818181818182,4,19
55,1.95079505443573,0.18181818181818182,23,10
55,1.95079505443573,0.18181818181818182,0,9
55,1.95079505443573,0.18181818181818182,21,22
56,1.9229828119277954,0.18181818181818182,0,2
56,1.9229828119277954,0.18181818181818182,21,19
56,1.9229828119277954,0.18181818181818182,18,18
56,1.9229828119277954,0.18181818181818182,21,22
56,1.9229828119277954,0.18181818181818182,18,17
56,1.9229828119277954,0.18181818181818182,21,21
56,1.9229828119277954,0.18181818181818182,0,1
56,1.9229828119277954,0.18181818181818182,4,19
56,1.9229828119277954,0.18181818181818182,23,10
56,1.9229828119277954,0.18181818181818182,0,9
56,1.9229828119277954,0.18181818181818182,21,22
57,1.8953828811645508,0.18181818181818182,0,2
57,1.8953828811645508,0.18181818181818182,21,19
57,1.8953828811645508,0.18181818181818182,18,18
57,1.8953828811645508,0.18181818181818182,21,22
